question_id,evaluation_group,question,gold_sql,baseline_generated_sql,repaired_generated_sql,before_EX,before_Inv,before_asa_strict,before_asa_lower_bound,before_fcr_hard_finding_codes,after_EX,after_Inv,after_asa_strict,after_asa_lower_bound,after_fcr_hard_finding_codes,verifier_caught,verifier_actionable,verifier_answers_question,verifier_mismatch_type,verifier_mismatch_detail,verifier_repair_hint,verifier_confidence,verifier_failed_evidence,repair_attempted,repair_generated,repair_status,repair_mode,repair_error,repair_edit_summary,repair_confidence,final_sql_repaired,missed_by_verifier,caught_but_not_actionable,actionable_but_not_attempted,attempted_but_no_sql,generated_but_inv_not_fixed,inv_fixed,fixed_but_ex_broken,fixed_and_ex_preserved,harmful_gate_accept,over_repair_candidate,primary_bottleneck
booksql_073495,A_correct_executable,What was the mean invoice value for Decks and Patios in in aug this year?,"select avg(credit) from master_txn_table where transaction_type = 'invoice' and instr(account,""Decks and Patios"") and transaction_date BETWEEN date(current_date, 'start of year', '+7 month') AND date(current_date, 'start of year', '+8 month', '-1 day') ","SELECT AVG(Credit) AS Mean_Invoice_Value
FROM master_txn_table
WHERE Product_Service = 'Decks and Patios' 
  AND Transaction_DATE BETWEEN date('now', 'start of year', '+7 months') AND date('now', 'start of year', '+8 months');","SELECT AVG(Credit) AS Mean_Invoice_Value FROM master_txn_table WHERE Product_Service = 'Decks and Patios' AND Transaction_DATE BETWEEN date('now', 'start of year', '+7 months') AND date('now', 'start of year', '+8 months') AND Transaction_DATE BETWEEN date('now', 'start of year', '+0 months') AND date('now', 'start of year', '+12 months');",1,1,1,1,[],1,1,1,1,[],True,True,False,computation_logic_error,"The profile topology has a temporal filter for August of the current year, but the intent requires grouping by period.",Consider adding a temporal filter for the current year to the existing temporal filter for August.,high,"[""The specific year is implied as the current year, but not explicitly stated."", ""The specific year is not provided, but the temporal filter ('aug this year') is noted."", ""The specific year is not mentioned, only 'aug this year'.""]",True,True,success,semantic,,Added a temporal filter for the current year to the existing temporal filter for August.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073499,A_correct_executable,How many Christian Morgan invoices are still oustanding?,"select count(distinct transaction_id) from master_txn_table where customers = ""Christian Morgan"" and transaction_type = 'invoice' and open_balance>0","SELECT COUNT(*) 
FROM master_txn_table 
WHERE Customers = 'Christian Morgan' AND AR_paid = 'No';",SELECT COUNT(DISTINCT Transaction_ID) FROM master_txn_table WHERE Customers = 'Christian Morgan' AND AR_paid = 'No';,1,1,1,1,[],1,1,1,1,[],True,True,False,financial_measure_error,The profile measures 'row_count' but the intent requires 'count' of invoices.,"Consider using a distinct count or a count of invoices with a specific status (e.g., 'outstanding')",high,"[""COUNT(*) counts transaction lines, not necessarily distinct transactions or invoices.""]",True,True,success,semantic,,Replaced COUNT(*) with COUNT(DISTINCT Transaction_ID) to count distinct invoices.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073502,A_correct_executable,Number of invoices created for Wind Power generation in in dec last year?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and instr(account,""Wind Power generation"") and transaction_date BETWEEN date(current_date, '-1 year', 'start of year', '+11 month') AND date(current_date, '-1 year', 'start of year', '+12 month', '-1 day') ","SELECT COUNT(DISTINCT Transaction_ID) 
FROM master_txn_table 
WHERE Product_Service = 'Wind Power generation' 
  AND Transaction_TYPE = 'Invoice' 
  AND Transaction_DATE BETWEEN date('now','-1 year','-1 month','1 day') AND date('now','-1 year','-1 month','31 day');","SELECT COUNT(DISTINCT Transaction_ID) 
FROM master_txn_table 
WHERE Product_Service = 'Wind Power generation' 
  AND Transaction_TYPE = 'Invoice' 
  AND Transaction_DATE BETWEEN date('now','-1 year','-1 month','1 day') AND date('now','-1 year','-1 month','31 day');",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073506,A_correct_executable,Did we receive payment from Daisy Cruz partnership This month?,"select transaction_id from master_txn_table where transaction_type = 'payment' and customers = ""Daisy Cruz"" and transaction_date BETWEEN date( current_date, ""start of month"") AND date( current_date) ","SELECT DISTINCT transaction_id, amount 
FROM master_txn_table 
WHERE transaction_date BETWEEN date('now', 'start of month') AND date('now') 
AND Customers = 'Daisy Cruz partnership';","SELECT DISTINCT transaction_id, amount 
FROM master_txn_table 
WHERE transaction_date BETWEEN date('now', 'start of month') AND date('now') 
AND Customers = 'Daisy Cruz partnership';",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073511,A_correct_executable,Check the sales receipts record and compute the average quantities ordered with the payment method [payment_method].,"SELECT avg(quantity_per_transaction) FROM (select transaction_id, sum(quantity) as quantity_per_transaction from master_txn_table where transaction_type = 'sales receipt' and payment_method  =  ""[payment_method]"" group by transaction_id) ","SELECT AVG(Quantity) 
FROM master_txn_table 
WHERE payment_method = '[payment_method]'","SELECT AVG(Quantity) 
FROM master_txn_table 
WHERE payment_method = '[payment_method]'",1,,,0,[],1,,,0,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073516,A_correct_executable,Check the sales receipts record and compute the average quantities ordered with the payment method [payment_method].,"SELECT avg(quantity_per_transaction) FROM (select transaction_id, sum(quantity) as quantity_per_transaction from master_txn_table where transaction_type = 'sales receipt' and payment_method  =  ""[payment_method]"" group by transaction_id) ","SELECT AVG(Quantity) 
FROM master_txn_table 
WHERE payment_method = '[payment_method]'","SELECT AVG(Quantity) 
FROM master_txn_table 
WHERE payment_method = '[payment_method]'",1,,,0,[],1,,,0,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073525,A_correct_executable,What was the last invoice value for Coin operated games and rides in This quarter to date?,"select max(credit) from master_txn_table where transaction_type = 'invoice' and instr(account,""Coin operated games and rides"") and transaction_date >= strftime('%Y-%m-%d', strftime('%Y', 'now', '-1 year') || '-' || substr('00' || (((strftime('%m', 'now') - 1) / 3) * 3 + 1), -2, 2) || '-01') ","SELECT MAX(Credit) AS last_invoice_value
FROM master_txn_table
WHERE Product_Service = 'Coin operated games and rides'
  AND Transaction_DATE BETWEEN date('now', 'start of quarter') AND date('now');","SELECT MAX(Credit) AS last_invoice_value
FROM master_txn_table
WHERE Product_Service = 'Coin operated games and rides'
  AND Transaction_DATE BETWEEN date('now', 'start of quarter') AND date('now');",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073531,B_wrong_executable,When was the last time we sold Meal,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""Meal"" order by transaction_date desc limit 1 ","SELECT MAX(transaction_date) AS last_sale_date
FROM master_txn_table
WHERE Product_Service = 'Meal';",SELECT MAX(Transaction_DATE) AS last_sale_date FROM master_txn_table WHERE Product_Service = 'Meal';,0,,0,0,[],0,,0,0,[],True,True,False,computation_logic_error,"The profile topology has group_by: 'none', but the intent requires grouping by period.",Group by period to find the last sale date of Meal,high,"[""The profile topology has group_by: 'none', but the intent requires grouping by period.""]",True,True,success,semantic,,Added Transaction_DATE to MAX function to match the intent's required grouping by period.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073543,A_correct_executable,When was the last time we sold Duplexes,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""Duplexes"" order by transaction_date desc limit 1 ","SELECT MAX(transaction_date) AS last_sale_date
FROM master_txn_table
WHERE Product_Service = 'Duplexes' AND Credit > 0;",SELECT MAX(transaction_date) AS last_sale_date FROM master_txn_table WHERE Product_Service = 'Duplexes' AND Credit > 0 GROUP BY Product_Service;,0,,0,0,[],1,1,1,1,[],True,True,False,computation_logic_error,"The profile topology has 'group_by: none', but the intent requires grouping by 'product'.",Consider adding a GROUP BY clause for the 'product' dimension to match the intent's requirements.,high,"[""Product_Service is not an account classifier. Account-level questions should use Account or Account_type, not Product_Service.""]",True,True,success,semantic,,Added GROUP BY clause for the 'product' dimension.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073550,B_wrong_executable,How many Diamond Bowers invoices are still oustanding?,"select count(distinct transaction_id) from master_txn_table where customers = ""Diamond Bowers"" and transaction_type = 'invoice' and open_balance>0","SELECT COUNT(*) 
FROM master_txn_table 
WHERE Account = 'Diamond Bowers' AND AR_paid = 'No';",SELECT COUNT(*) FROM master_txn_table WHERE Account = 'Diamond Bowers' AND AR_paid = 'No' GROUP BY Account;,1,1,1,1,[],0,,0,0,[],True,True,False,computation_logic_error,"The profile topology has group_by: 'none', but the intent requires grouping by 'vendor'.",Group the transaction lines by 'vendor' and ensure the count operation correctly identifies distinct invoices.,low,"[""The profile topology has group_by: 'none', but the intent requires grouping by 'vendor'."", ""COUNT(*) counts transaction lines, not necessarily distinct transactions or invoices.""]",True,True,success,semantic,,Added GROUP BY clause to group transaction lines by 'vendor'.,high,True,False,False,False,False,False,False,False,False,True,True,not_primary_cohort
booksql_073552,A_correct_executable,Number of invoices created for Snow removal services in yesterday?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and instr(account,""Snow removal services"") and transaction_date BETWEEN date( current_date, ""-1 day"") AND date( current_date, ""-1 day"") ","SELECT COUNT(DISTINCT Transaction_ID) 
FROM master_txn_table 
WHERE Product_Service = 'Snow removal services' 
  AND Transaction_TYPE = 'Invoice' 
  AND Transaction_DATE BETWEEN date('now','-1 day') AND date('now','-1 day');","SELECT COUNT(DISTINCT Transaction_ID) 
FROM master_txn_table 
WHERE Product_Service = 'Snow removal services' 
  AND Transaction_TYPE = 'Invoice' 
  AND Transaction_DATE BETWEEN date('now','-1 day') AND date('now','-1 day');",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073553,A_correct_executable,What acount had our biggest expense This quarter to date?,"select account, sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name  where account_type in ('Expense','Other Expense') and transaction_date >= strftime('%Y-%m-%d', strftime('%Y', 'now', '-1 year') || '-' || substr('00' || (((strftime('%m', 'now') - 1) / 3) * 3 + 1), -2, 2) || '-01') group by account order by sum(debit) desc limit 1","SELECT account, SUM(debit) AS total_debit
FROM master_txn_table
WHERE transaction_date BETWEEN date('now', 'start of quarter') AND date('now')
GROUP BY account
ORDER BY total_debit DESC
LIMIT 1;","SELECT account, SUM(debit) AS total_debit
FROM master_txn_table
WHERE transaction_date BETWEEN date('now', 'start of quarter') AND date('now')
GROUP BY account
ORDER BY total_debit DESC
LIMIT 1;",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073557,A_correct_executable,What was the average invoice value for Offering equity market neutral funds in Last 30 days?,"select avg(credit) from master_txn_table where transaction_type = 'invoice' and instr(account,""Offering equity market neutral funds"") and transaction_date BETWEEN date( current_date, ""-30 days"") AND date( current_date) ","SELECT AVG(Credit) AS average_invoice_value
FROM master_txn_table
WHERE Product_Service = 'Offering equity market neutral funds'
  AND Transaction_DATE BETWEEN date('now','-30 days') AND date('now');","SELECT AVG(Credit) AS average_invoice_value FROM master_txn_table WHERE Product_Service = 'Offering equity market neutral funds' AND Transaction_DATE BETWEEN date('now','-30 days') AND date('now') AND Credit > 0;",1,1,1,1,[],1,1,1,1,[],True,True,False,financial_measure_error,"The intent requires a measure kind of 'amount' or 'rate', but the profile measures 'flow' with a unit of 'monetary'.",Consider using a measure kind of 'amount' or 'rate' instead of 'flow' with a unit of 'monetary'.,high,"[""The term 'average invoice value' suggests a calculated metric, but the specific measure kind (e.g., amount, rate) is not strictly defined by the available options without knowing if 'value' refers to a monetary amount or a count/quantity.""]",True,True,success,semantic,,Added a filter to ensure the average is calculated over non-zero credit values.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073559,A_correct_executable,How much did Aaron Poole spend on Decks and Patios in July during last year?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where T1.customers = ""Aaron Poole"" and instr(account,""Decks and Patios"") and strftime(""%m"", transaction_date) = '07' and strftime(""%Y"", transaction_date) = strftime('%Y', current_date) - 1 and account_type in ('Expense','Other Expense')","SELECT SUM(Credit) 
FROM master_txn_table 
JOIN employees ON master_txn_table.businessID = employees.businessID 
JOIN chart_of_accounts ON master_txn_table.businessID = chart_of_accounts.businessID 
WHERE employees.Employee_name = 'Aaron Poole' 
AND chart_of_accounts.Account_name = 'Decks and Patios' 
AND strftime('%Y-%m', master_txn_table.Transaction_DATE) = strftime('%Y-%m', date('now', '-1 year', 'julian day')) 
AND master_txn_table.Transaction_TYPE = 'credit';","SELECT SUM(Credit) 
FROM master_txn_table 
JOIN employees ON master_txn_table.businessID = employees.businessID 
JOIN chart_of_accounts ON master_txn_table.businessID = chart_of_accounts.businessID 
WHERE employees.Employee_name = 'Aaron Poole' 
AND chart_of_accounts.Account_name = 'Decks and Patios' 
AND strftime('%Y-%m', master_txn_table.Transaction_DATE) = strftime('%Y-%m', date('now', '-1 year', 'julian day')) 
AND master_txn_table.Transaction_TYPE = 'credit';",1,0,0,0,"[""posting_side_reversal""]",1,0,0,0,"[""posting_side_reversal""]",False,False,True,,,,high,[],False,False,skipped,,,,,False,True,False,False,False,False,False,False,False,False,False,verifier_miss
booksql_073562,A_correct_executable,"As of This quarter, how many invoices for Melinda Delgado remained unpaid?","select count(distinct transaction_id) from master_txn_table where customers = ""Melinda Delgado"" and transaction_type = 'invoice' and open_balance >0 and transaction_date >= strftime('%Y-%m-%d', strftime('%Y', 'now', '-1 year') || '-' || substr('00' || (((strftime('%m', 'now') - 1) / 3) * 3 + 1), -2, 2) || '-01') ","SELECT COUNT(DISTINCT transaction_id) 
FROM master_txn_table 
WHERE Customers = 'Melinda Delgado' 
  AND Transaction_TYPE = 'invoice' 
  AND AR_paid = 'No' 
  AND Transaction_DATE BETWEEN date('now', 'start of quarter') AND date('now');","SELECT COUNT(DISTINCT transaction_id) 
FROM master_txn_table 
WHERE Customers = 'Melinda Delgado' 
  AND Transaction_TYPE = 'invoice' 
  AND AR_paid = 'No' 
  AND Transaction_DATE BETWEEN date('now', 'start of quarter') AND date('now');",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073566,A_correct_executable,Compare sales by customer today,"select customers, sum(credit) from master_txn_table where account in ('Income','Other Income') and transaction_date BETWEEN date(current_date) AND date(current_date)  group by customers ","SELECT 
    c.customer_name, 
    SUM(m.Credit) AS Total_Sales
FROM 
    master_txn_table m
JOIN 
    customers c ON m.Customers = c.customer_name
WHERE 
    m.Transaction_DATE = CURRENT_DATE
GROUP BY 
    c.customer_name
ORDER BY 
    Total_Sales DESC;","SELECT 
    c.customer_name, 
    SUM(m.Credit) AS Total_Sales
FROM 
    master_txn_table m
JOIN 
    customers c ON m.Customers = c.customer_name
WHERE 
    m.Transaction_DATE = CURRENT_DATE
GROUP BY 
    c.customer_name
ORDER BY 
    Total_Sales DESC;",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073567,B_wrong_executable,What was the max invoice value for Railcar rental or leasing in This quarter?,"select max(credit) from master_txn_table where transaction_type = 'invoice' and instr(account,""Railcar rental or leasing"") and transaction_date >= strftime('%Y-%m-%d', strftime('%Y', 'now', '-1 year') || '-' || substr('00' || (((strftime('%m', 'now') - 1) / 3) * 3 + 1), -2, 2) || '-01') ","SELECT MAX(Credit) AS max_invoice_value
FROM master_txn_table
WHERE Product_Service IN ('Railcar rental', 'Leasing')
  AND Transaction_DATE BETWEEN date('now', 'start of quarter') AND date('now');","SELECT MAX(Credit) AS max_invoice_value FROM master_txn_table WHERE Product_Service IN ('Railcar rental', 'Leasing') AND Transaction_DATE BETWEEN date('now', 'start of quarter') AND date('now') GROUP BY STRFTIME('%Y-%m', Transaction_DATE);",1,1,1,1,[],0,,0,0,[],True,True,False,computation_logic_error,"The profile topology has a temporal filter, but the intent requires grouping by period.",Consider adding a grouping by period to the temporal filter to match the intent's requirement.,high,"[""The specific definition of 'This quarter' is not provided, but the temporal constraint is understood."", ""The specific start and end dates of 'This quarter' are not provided, but the relative period is clear."", ""The specific time frame ('This quarter') is a filter condition, not an aggregation grouping, but it constrains the scope of the 'max' calculation.""]",True,True,success,semantic,,Added a GROUP BY clause to match the intent's requirement for grouping by period.,high,True,False,False,False,False,False,False,False,False,True,True,not_primary_cohort
booksql_073568,A_correct_executable,When was the last time we sold Barge,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""Barge"" order by transaction_date desc limit 1 ","SELECT MAX(transaction_date) AS last_sale_date
FROM master_txn_table
WHERE Product_Service = 'Barge';",SELECT MAX(transaction_date) AS last_sale_date FROM master_txn_table WHERE Product_Service = 'Barge' GROUP BY Product_Service;,0,,0,0,[],1,1,1,1,[],True,True,False,computation_logic_error,The profile topology has 'group_by: none' but the intent requires grouping by period.,Consider adding a GROUP BY clause to the query to match the intent's grouping requirement.,high,"[""Product_Service is not an account classifier. Account-level questions should use Account or Account_type, not Product_Service.""]",True,True,success,semantic,,Added a GROUP BY clause to match the intent's grouping requirement.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073571,A_correct_executable,What acount had our biggest expense This year?,"select account, sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name  where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date) group by account order by sum(debit) desc limit 1","SELECT account, SUM(debit) AS total_debit
FROM master_txn_table
WHERE transaction_date BETWEEN date('now', 'start of year') AND date('now')
GROUP BY account
ORDER BY total_debit DESC
LIMIT 1;","SELECT account, SUM(debit) AS total_debit
FROM master_txn_table
WHERE transaction_date BETWEEN date('now', 'start of year') AND date('now')
GROUP BY account
ORDER BY total_debit DESC
LIMIT 1;",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073576,A_correct_executable,When was the last time we sold Data processing computer,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""Data processing computer"" order by transaction_date desc limit 1 ","SELECT MAX(transaction_date) AS last_sale_date
FROM master_txn_table
WHERE Product_Service = 'Data processing computer' AND Transaction_TYPE = 'sale';",SELECT MAX(transaction_date) AS last_sale_date FROM master_txn_table WHERE Product_Service = 'Data processing computer' AND Transaction_TYPE = 'sale' GROUP BY Product_Service;,0,,0,0,[],1,1,1,1,[],True,True,False,computation_logic_error,"The profile topology has group_by: 'none', but the intent requires grouping by period.",Consider adding a group_by clause to the query to match the intent's grouping requirement.,high,"[""Product_Service is not an account classifier. Account-level questions should use Account or Account_type, not Product_Service.""]",True,True,success,semantic,,Added a GROUP BY clause to match the intent's grouping requirement.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073577,A_correct_executable,Number of invoices created for Providing grain leveling and trimming in railroad cars in in q3 last year?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and instr(account,""Providing grain leveling and trimming in railroad cars"") and transaction_date BETWEEN date(current_date, '-1 year', 'start of year', '+6 month') AND date(current_date, '-1 year', 'start of year', '+9 month', '-1 day') ","SELECT COUNT(*) 
FROM master_txn_table 
WHERE transaction_type = 'invoice' 
  AND product_service = 'Providing grain leveling and trimming in railroad cars' 
  AND transaction_date BETWEEN date('now','-1 year','+3 months','-1 day') AND date('now','-1 year','+3 months','+30 days','-1 day');","SELECT COUNT(*) FROM master_txn_table WHERE transaction_type = 'invoice' AND product_service = 'Providing grain leveling and trimming in railroad cars' AND transaction_date BETWEEN date('now','-2 years') AND date('now','-1 year');",1,1,1,1,[],1,1,1,1,[],True,True,False,computation_logic_error,"The profile topology has a temporal filter, but the intent requires a filter condition, not a grouping dimension for the calculation itself.",Specify the exact year in the time filter condition to match the intent's requirement.,high,"[""The specific time frame ('q3 last year') is a filter condition, not part of the structural operation to be computed."", ""The exact year is not specified, only 'last year'.""]",True,True,success,semantic,,Specify the exact year in the time filter condition to match the intent's requirement.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073578,A_correct_executable,What was the average bill Gary Miller received from Heather Cox?,"select avg(credit) from master_txn_table where customers = ""Gary Miller"" and transaction_type = 'bill' and vendor = ""Heather Cox""","SELECT AVG(master_txn_table.Amount) 
FROM master_txn_table 
JOIN customers ON master_txn_table.Customers = customers.customer_name 
JOIN employees ON master_txn_table.businessID = employees.businessID 
WHERE customers.customer_full_name = 'Gary Miller' 
AND employees.Employee_name = 'Heather Cox';","SELECT AVG(master_txn_table.Amount) 
FROM master_txn_table 
JOIN customers ON master_txn_table.Customers = customers.customer_name 
JOIN employees ON master_txn_table.businessID = employees.businessID 
WHERE customers.customer_full_name = 'Gary Miller' 
AND employees.Employee_name = 'Heather Cox';",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073582,A_correct_executable,Compare sales by customer Last 12 months,"select customers, sum(credit) from master_txn_table where account in ('Income','Other Income') and transaction_date BETWEEN date( current_date, ""-12 months"", ""start of month"") AND date( current_date, 'start of month', '-1 day')  group by customers ","SELECT 
    customers.customer_name, 
    SUM(master_txn_table.Credit) AS Total_Sales
FROM 
    master_txn_table
JOIN 
    customers ON master_txn_table.Customers = customers.customer_name
WHERE 
    master_txn_table.Transaction_DATE BETWEEN date('now','-12 months') AND date('now')
GROUP BY 
    customers.customer_name
ORDER BY 
    Total_Sales DESC;","SELECT 
    customers.customer_name, 
    SUM(master_txn_table.Credit) AS Total_Sales
FROM 
    master_txn_table
JOIN 
    customers ON master_txn_table.Customers = customers.customer_name
WHERE 
    master_txn_table.Transaction_DATE BETWEEN date('now','-12 months') AND date('now')
GROUP BY 
    customers.customer_name
ORDER BY 
    Total_Sales DESC;",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073584,B_wrong_executable,Did we receive payment from Julia Willis partnership YTD?,"select transaction_id from master_txn_table where transaction_type = 'payment' and customers = ""Julia Willis"" and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date)","SELECT COUNT(DISTINCT transaction_id) 
FROM master_txn_table 
JOIN customers ON master_txn_table.Customers = customers.customer_name 
WHERE customers.customer_full_name = 'Julia Willis Partnership' 
  AND transaction_date BETWEEN DATE('now', 'start of year') AND DATE('now');","SELECT COUNT(*) FROM master_txn_table JOIN customers ON master_txn_table.Customers = customers.customer_name WHERE customers.customer_full_name = 'Julia Willis Partnership' AND transaction_date BETWEEN DATE('now', 'start of year') AND DATE('now');",0,,0,0,[],0,,0,0,[],True,True,False,financial_measure_error,"The intent requires a boolean existence check, but the profile measures the count of distinct transaction IDs.",Check if the count of distinct transaction IDs is being used to represent a boolean existence check.,low,"[""COUNT(DISTINCT transaction_id)""]",True,True,success,semantic,,Changed COUNT(DISTINCT transaction_id) to COUNT(*) to represent a boolean existence check.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073587,A_correct_executable,When was the last time we sold Helium,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""Helium"" order by transaction_date desc limit 1 ","SELECT MAX(transaction_date) AS last_sale_date
FROM master_txn_table
WHERE Product_Service = 'Helium';",SELECT MAX(transaction_date) AS last_sale_date FROM master_txn_table WHERE Product_Service = 'Helium' GROUP BY Product_Service,0,,0,0,[],1,1,1,1,[],True,True,False,computation_logic_error,"The profile topology has group_by: 'none', but the intent requires grouping by period.",Group the data by period to find the most recent sale date of Helium.,high,"[""The profile topology has group_by: 'none', but the intent requires grouping by period.""]",True,True,success,semantic,,Added GROUP BY clause to group data by period.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073591,B_wrong_executable,Did we receive payment from Andre Duarte partnership This week?,"select transaction_id from master_txn_table where transaction_type = 'payment' and customers = ""Andre Duarte"" and transaction_date BETWEEN date( current_date, ""weekday 0"", ""-7 days"") AND date( current_date) ","SELECT COUNT(DISTINCT transaction_id) 
FROM master_txn_table 
WHERE Customers = 'Andre Duarte partnership' 
  AND Transaction_DATE BETWEEN date('now', 'weekday 0', '-7 days') AND date('now', 'weekday 0');","SELECT COUNT(*) AS payment_received FROM master_txn_table WHERE Customers = 'Andre Duarte partnership' AND Transaction_DATE BETWEEN date('now', 'weekday 0', '-7 days') AND date('now', 'weekday 0');",0,,0,0,[],0,,0,0,[],True,True,False,financial_measure_error,The intent requires a measure kind of 'existence' but the profile measures 'COUNT(DISTINCT transaction_id)',Check if the measure kind is correctly set to 'existence' instead of 'COUNT(DISTINCT transaction_id)',high,"[""The intent requires a measure kind of 'existence' but the profile measures 'COUNT(DISTINCT transaction_id)'""]",True,True,success,semantic,,Changed the measure to 'existence' by replacing COUNT(DISTINCT transaction_id) with COUNT(*).,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073595,A_correct_executable,When was the last time we sold Homemaker and companion,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""Homemaker and companion"" order by transaction_date desc limit 1 ","SELECT MAX(transaction_date) AS last_sale_date
FROM master_txn_table
WHERE Product_Service = 'Homemaker and companion';",SELECT MAX(transaction_date) AS last_sale_date FROM master_txn_table WHERE Product_Service = 'Homemaker and companion' GROUP BY Product_Service;,0,,0,0,[],1,1,1,1,[],True,True,False,computation_logic_error,"The profile topology has 'group_by: none', but the intent requires grouping by period.",Consider adding a group by clause to the query to match the intent's requirement for grouping by period.,high,"[""The specific fields to filter on ('Homemaker' and 'companion') are not defined in the context, but the temporal aspect ('last time') is clear.""]",True,True,success,semantic,,Added a GROUP BY clause to match the intent's requirement for grouping by period.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073596,A_correct_executable,Number of invoices created for Wholesaling navigational instruments (except electronic) in Last 12 months?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and instr(account,""Wholesaling navigational instruments (except electronic)"") and transaction_date BETWEEN date( current_date, ""-12 months"", ""start of month"") AND date( current_date, 'start of month', '-1 day') ","SELECT COUNT(DISTINCT Transaction_ID) 
FROM master_txn_table 
WHERE Product_Service = 'Wholesaling navigational instruments (except electronic)' 
  AND Transaction_DATE BETWEEN date('now','-12 months') AND date('now');","SELECT COUNT(DISTINCT Transaction_ID) 
FROM master_txn_table 
WHERE Product_Service = 'Wholesaling navigational instruments (except electronic)' 
  AND Transaction_DATE BETWEEN date('now','-12 months') AND date('now');",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
